content,score,text_token,text_clean,content_norm,text_stopword
"Ini bagus, sehingga Anda dapat berinvestasi tanpa kesulitan. Namun tambahkan GoPay untuk membelinya, sehingga pengguna GoPay juga bisa melakukan transaksi jual beli",4,"['Ini', 'bagus,', 'sehingga', 'Anda', 'dapat', 'berinvestasi', 'tanpa', 'kesulitan.', 'Namun', 'tambahkan', 'GoPay', 'untuk', 'membelinya,', 'sehingga', 'pengguna', 'GoPay', 'juga', 'bisa', 'melakukan', 'transaksi', 'jual', 'beli']","['ini', 'bagus', 'sehingga', 'anda', 'dapat', 'berinvestasi', 'tanpa', 'kesulitan', 'namun', 'tambahkan', 'gopay', 'untuk', 'membelinya', 'sehingga', 'pengguna', 'gopay', 'juga', 'bisa', 'melakukan', 'transaksi', 'jual', 'beli']","['ini', 'bagus', 'sehingga', 'anda', 'dapat', 'berinvestasi', 'tanpa', 'kesulitan', 'namun', 'tambahkan', 'gopay', 'untuk', 'membelinya', 'sehingga', 'pengguna', 'gopay', 'juga', 'bisa', 'melakukan', 'transaksi', 'jual', 'beli']",bagus anda berinvestasi kesulitan tambahkan gopay membelinya pengguna gopay bisa melakukan transaksi jual beli
"Alhamdulillah berkat investasinya, walaupun sedikit, saya merasa Bareksa mendapat manfaatnya... Semoga kedepannya terus maju dan maju.",5,"['Alhamdulillah', 'berkat', 'investasinya,', 'walaupun', 'sedikit,', 'saya', 'merasa', 'Bareksa', 'mendapat', 'manfaatnya...', 'Semoga', 'kedepannya', 'terus', 'maju', 'dan', 'maju.']","['alhamdulillah', 'berkat', 'investasinya', 'walaupun', 'sedikit', 'saya', 'merasa', 'bareksa', 'mendapat', 'manfaatnya', 'semoga', 'kedepannya', 'terus', 'maju', 'dan', 'maju']","['alhamdulillah', 'berkat', 'investasinya', 'walaupun', 'sedikit', 'saya', 'merasa', 'bareksa', 'mendapat', 'manfaatnya', 'semoga', 'kedepannya', 'terus', 'maju', 'dan', 'maju']",alhamdulillah berkat investasinya walaupun sedikit merasa bareksa mendapat manfaatnya semoga kedepannya terus maju maju
"Prosesnya sangat lama, dan bila ada hari libur tidak ada pemberitahuan. Semoga kedepannya lebih baik.",3,"['Prosesnya', 'sangat', 'lama,', 'dan', 'bila', 'ada', 'hari', 'libur', 'tidak', 'ada', 'pemberitahuan.', 'Semoga', 'kedepannya', 'lebih', 'baik.']","['prosesnya', 'sangat', 'lama', 'dan', 'bila', 'ada', 'hari', 'libur', 'tidak', 'ada', 'pemberitahuan', 'semoga', 'kedepannya', 'lebih', 'baik']","['prosesnya', 'sangat', 'lama', 'dan', 'bila', 'ada', 'hari', 'libur', 'tidak', 'ada', 'pemberitahuan', 'semoga', 'kedepannya', 'lebih', 'baik']",prosesnya sangat lama bila hari libur ada pemberitahuan semoga kedepannya lebih baik
"Mohon bimbingannya, aplikasi Bareksa Dana saya tidak bisa dibuka, saat saya buka hanya masuk ke layar depan saja, terima kasih",3,"['Mohon', 'bimbingannya,', 'aplikasi', 'Bareksa', 'Dana', 'saya', 'tidak', 'bisa', 'dibuka,', 'saat', 'saya', 'buka', 'hanya', 'masuk', 'ke', 'layar', 'depan', 'saja,', 'terima', 'kasih']","['mohon', 'bimbingannya', 'aplikasi', 'bareksa', 'dana', 'saya', 'tidak', 'bisa', 'dibuka', 'saat', 'saya', 'buka', 'hanya', 'masuk', 'ke', 'layar', 'depan', 'saja', 'terima', 'kasih']","['mohon', 'bimbingannya', 'aplikasi', 'bareksa', 'dana', 'saya', 'tidak', 'bisa', 'dibuka', 'saat', 'saya', 'buka', 'hanya', 'masuk', 'ke', 'layar', 'depan', 'saja', 'terima', 'kasih']",mohon bimbingannya aplikasi bareksa dana tidak dibuka saya buka masuk layar depan terima kasih
"Saya mengalami kesulitan dalam menyelesaikan administrasi yang diminta, misalnya; foto KTP tapi saya menemukan cara lain yaitu kwitansi KTP lalu foto wajah untuk administrasi akhir, saya tidak bisa foto dan tidak ada cara lain dan administrasi belum selesai. Saya rasa ini menjadi kendala dan saya khawatir data-data saya yang sudah saya jelaskan akan disalahgunakan (semoga saja tidak terjadi). Mohon koreksinya Admin.",1,"['Saya', 'mengalami', 'kesulitan', 'dalam', 'menyelesaikan', 'administrasi', 'yang', 'diminta,', 'misalnya;', 'foto', 'KTP', 'tapi', 'saya', 'menemukan', 'cara', 'lain', 'yaitu', 'kwitansi', 'KTP', 'lalu', 'foto', 'wajah', 'untuk', 'administrasi', 'akhir,', 'saya', 'tidak', 'bisa', 'foto', 'dan', 'tidak', 'ada', 'cara', 'lain', 'dan', 'administrasi', 'belum', 'selesai.', 'Saya', 'rasa', 'ini', 'menjadi', 'kendala', 'dan', 'saya', 'khawatir', 'data-data', 'saya', 'yang', 'sudah', 'saya', 'jelaskan', 'akan', 'disalahgunakan', '(semoga', 'saja', 'tidak', 'terjadi).', 'Mohon', 'koreksinya', 'Admin.']","['saya', 'mengalami', 'kesulitan', 'dalam', 'menyelesaikan', 'administrasi', 'yang', 'diminta', 'misalnya', 'foto', 'ktp', 'tapi', 'saya', 'menemukan', 'cara', 'lain', 'yaitu', 'kwitansi', 'ktp', 'lalu', 'foto', 'wajah', 'untuk', 'administrasi', 'akhir', 'saya', 'tidak', 'bisa', 'foto', 'dan', 'tidak', 'ada', 'cara', 'lain', 'dan', 'administrasi', 'belum', 'selesai', 'saya', 'rasa', 'ini', 'menjadi', 'kendala', 'dan', 'saya', 'khawatir', 'datadata', 'saya', 'yang', 'sudah', 'saya', 'jelaskan', 'akan', 'disalahgunakan', 'semoga', 'saja', 'tidak', 'terjadi', 'mohon', 'koreksinya', 'admin']","['saya', 'mengalami', 'kesulitan', 'dalam', 'menyelesaikan', 'administrasi', 'yang', 'diminta', 'misalnya', 'foto', 'ktp', 'tapi', 'saya', 'menemukan', 'cara', 'lain', 'yaitu', 'kwitansi', 'ktp', 'lalu', 'foto', 'wajah', 'untuk', 'administrasi', 'akhir', 'saya', 'tidak', 'bisa', 'foto', 'dan', 'tidak', 'ada', 'cara', 'lain', 'dan', 'administrasi', 'belum', 'selesai', 'saya', 'rasa', 'ini', 'menjadi', 'kendala', 'dan', 'saya', 'khawatir', 'data data', 'saya', 'yang', 'sudah', 'saya', 'jelaskan', 'akan', 'disalah gunakan', 'semoga', 'saja', 'tidak', 'terjadi', 'mohon', 'koreksinya', 'admin']",mengalami kesulitan menyelesaikan administrasi diminta misalnya foto ktp menemukan cara yaitu kwitansi ktp lalu foto wajah administrasi akhir tidak foto tidak cara administrasi selesai rasa menjadi kendala dan saya khawatir data data saya yang saya jelaskan disalah gunakan semoga tidak terjadi mohon koreksinya admin
"Sepertinya belum dikelola dengan baik, banyak yang mengeluhkan proses pencairannya.. Kalau bisa sistem seperti Tokopedia, transaksi jual beli pakai saldo di Tokopedia..",1,"['Sepertinya', 'belum', 'dikelola', 'dengan', 'baik,', 'banyak', 'yang', 'mengeluhkan', 'proses', 'pencairannya..', 'Kalau', 'bisa', 'sistem', 'seperti', 'Tokopedia,', 'transaksi', 'jual', 'beli', 'pakai', 'saldo', 'di', 'Tokopedia..']","['sepertinya', 'belum', 'dikelola', 'dengan', 'baik', 'banyak', 'yang', 'mengeluhkan', 'proses', 'pencairannya', 'kalau', 'bisa', 'sistem', 'seperti', 'tokopedia', 'transaksi', 'jual', 'beli', 'pakai', 'saldo', 'di', 'tokopedia']","['sepertinya', 'belum', 'dikelola', 'dengan', 'baik', 'banyak', 'yang', 'mengeluhkan', 'proses', 'pencairannya', 'kalau', 'bisa', 'sistem', 'seperti', 'tokopedia', 'transaksi', 'jual', 'beli', 'pakai', 'saldo', 'di', 'tokopedia']",sepertinya dikelola baik banyak mengeluhkan proses pencairannya kalau sistem tokopedia transaksi jual beli pakai saldo tokopedia
"Jika memungkinkan kedepannya Bareksa bisa menghapus rekening bank, dan mempermudah tampilannya. Teruslah sukses bersama",5,"['Jika', 'memungkinkan', 'kedepannya', 'Bareksa', 'bisa', 'menghapus', 'rekening', 'bank,', 'dan', 'mempermudah', 'tampilannya.', 'Teruslah', 'sukses', 'bersama']","['jika', 'memungkinkan', 'kedepannya', 'bareksa', 'bisa', 'menghapus', 'rekening', 'bank', 'dan', 'mempermudah', 'tampilannya', 'teruslah', 'sukses', 'bersama']","['jika', 'memungkinkan', 'kedepannya', 'bareksa', 'bisa', 'menghapus', 'rekening', 'bank', 'dan', 'mempermudah', 'tampilannya', 'teruslah', 'sukses', 'bersama']",memungkinkan kedepannya bareksa menghapus rekening bank mempermudah tampilannya teruslah sukses bersama
"Aplikasi mudah digunakan, proses transaksi cepat dan tidak ribet",5,"['Aplikasi', 'mudah', 'digunakan,', 'proses', 'transaksi', 'cepat', 'dan', 'tidak', 'ribet']","['aplikasi', 'mudah', 'digunakan', 'proses', 'transaksi', 'cepat', 'dan', 'tidak', 'ribet']","['aplikasi', 'mudah', 'digunakan', 'proses', 'transaksi', 'cepat', 'dan', 'tidak', 'ribet']",aplikasi mudah digunakan proses transaksi cepat tidak ribet
"Mengapa saya sulit berinvestasi? Padahal saya sudah mengisi data dan melampirkan semua persyaratan, tetap tidak bisa berinvestasi?",1,"['Mengapa', 'saya', 'sulit', 'berinvestasi?', 'Padahal', 'saya', 'sudah', 'mengisi', 'data', 'dan', 'melampirkan', 'semua', 'persyaratan,', 'tetap', 'tidak', 'bisa', 'berinvestasi?']","['mengapa', 'saya', 'sulit', 'berinvestasi', 'padahal', 'saya', 'sudah', 'mengisi', 'data', 'dan', 'melampirkan', 'semua', 'persyaratan', 'tetap', 'tidak', 'bisa', 'berinvestasi']","['mengapa', 'saya', 'sulit', 'berinvestasi', 'padahal', 'saya', 'sudah', 'mengisi', 'data', 'dan', 'melampirkan', 'semua', 'persyaratan', 'tetap', 'tidak', 'bisa', 'berinvestasi']",sulit berinvestasi padahal saya sudah mengisi data melampirkan semua persyaratan tetap bisa berinvestasi
"Aplikasi masih sering crash saat ingin konfirmasi bukti transfer, mohon diperbaiki dan ditambah bintangnya lagi",4,"['Aplikasi', 'masih', 'sering', 'crash', 'saat', 'ingin', 'konfirmasi', 'bukti', 'transfer,', 'mohon', 'diperbaiki', 'dan', 'ditambah', 'bintangnya', 'lagi']","['aplikasi', 'masih', 'sering', 'crash', 'saat', 'ingin', 'konfirmasi', 'bukti', 'transfer', 'mohon', 'diperbaiki', 'dan', 'ditambah', 'bintangnya', 'lagi']","['aplikasi', 'masih', 'sering', 'crash', 'saat', 'ingin', 'konfirmasi', 'bukti', 'transfer', 'mohon', 'diperbaiki', 'dan', 'ditambah', 'bintangnya', 'lagi']",aplikasi sering crash ingin konfirmasi bukti transfer mohon diperbaiki ditambah bintangnya
"Sejauh ini bagus, harap tambahkan lebih banyak metode pembayaran. Misalnya saja menggunakan link atau live chat",5,"['Sejauh', 'ini', 'bagus,', 'harap', 'tambahkan', 'lebih', 'banyak', 'metode', 'pembayaran.', 'Misalnya', 'saja', 'menggunakan', 'link', 'atau', 'live', 'chat']","['sejauh', 'ini', 'bagus', 'harap', 'tambahkan', 'lebih', 'banyak', 'metode', 'pembayaran', 'misalnya', 'saja', 'menggunakan', 'link', 'atau', 'live', 'chat']","['sejauh', 'ini', 'bagus', 'harap', 'tambahkan', 'lebih', 'banyak', 'metode', 'pembayaran', 'misalnya', 'saja', 'menggunakan', 'link', 'atau', 'live', 'chat']",sejauh bagus harap tambahkan lebih banyak metode pembayaran misalnya menggunakan link live chat
"Mohon infonya... Kenapa sejak beberapa hari yang lalu transaksi saya tidak berubah menjadi ""pembelian sedang berlangsung"" seperti itu...",2,"['Mohon', 'infonya...', 'Kenapa', 'sejak', 'beberapa', 'hari', 'yang', 'lalu', 'transaksi', 'saya', 'tidak', 'berubah', 'menjadi', '""pembelian', 'sedang', 'berlangsung""', 'seperti', 'itu...']","['mohon', 'infonya', 'kenapa', 'sejak', 'beberapa', 'hari', 'yang', 'lalu', 'transaksi', 'saya', 'tidak', 'berubah', 'menjadi', 'pembelian', 'sedang', 'berlangsung', 'seperti', 'itu']","['mohon', 'infonya', 'kenapa', 'sejak', 'beberapa', 'hari', 'yang', 'lalu', 'transaksi', 'saya', 'tidak', 'berubah', 'menjadi', 'pembelian', 'sedang', 'berlangsung', 'seperti', 'itu']",mohon infonya sejak beberapa hari lalu transaksi tidak berubah menjadi pembelian sedang berlangsung itu
"Bagus banget aplikasinya untuk pemula yang baru mencoba investasi, bisa transaksi pakai OVO juga dan tanpa biaya admin 👌",5,"['Bagus', 'banget', 'aplikasinya', 'untuk', 'pemula', 'yang', 'baru', 'mencoba', 'investasi,', 'bisa', 'transaksi', 'pakai', 'OVO', 'juga', 'dan', 'tanpa', 'biaya', 'admin', '👌']","['bagus', 'banget', 'aplikasinya', 'untuk', 'pemula', 'yang', 'baru', 'mencoba', 'investasi', 'bisa', 'transaksi', 'pakai', 'ovo', 'juga', 'dan', 'tanpa', 'biaya', 'admin']","['bagus', 'banget', 'aplikasinya', 'untuk', 'pemula', 'yang', 'baru', 'mencoba', 'investasi', 'bisa', 'transaksi', 'pakai', 'ovo', 'juga', 'dan', 'tanpa', 'biaya', 'admin']",bagus banget aplikasinya pemula baru mencoba investasi transaksi pakai ovo dan biaya admin
"Saya kasih bintang 4 dulu... Kita lihat saja setelah 1 bulan bergabung di Bareksa, apalagi saya juga sekaligus mencoba bergabung menggunakan robo Advisor. Untuk saat ini masih oke.. Semoga tidak mengecewakan..",4,"['Saya', 'kasih', 'bintang', '4', 'dulu...', 'Kita', 'lihat', 'saja', 'setelah', '1', 'bulan', 'bergabung', 'di', 'Bareksa,', 'apalagi', 'saya', 'juga', 'sekaligus', 'mencoba', 'bergabung', 'menggunakan', 'robo', 'Advisor.', 'Untuk', 'saat', 'ini', 'masih', 'oke..', 'Semoga', 'tidak', 'mengecewakan..']","['saya', 'kasih', 'bintang', 'dulu', 'kita', 'lihat', 'saja', 'setelah', 'bulan', 'bergabung', 'di', 'bareksa', 'apalagi', 'saya', 'juga', 'sekaligus', 'mencoba', 'bergabung', 'menggunakan', 'robo', 'advisor', 'untuk', 'saat', 'ini', 'masih', 'oke', 'semoga', 'tidak', 'mengecewakan']","['saya', 'kasih', 'bintang', 'dulu', 'kita', 'lihat', 'saja', 'setelah', 'bulan', 'bergabung', 'di', 'bareksa', 'apalagi', 'saya', 'juga', 'sekaligus', 'mencoba', 'bergabung', 'menggunakan', 'robo', 'advisor', 'untuk', 'saat', 'ini', 'masih', 'oke', 'semoga', 'tidak', 'mengecewakan']",kasih bintang dulu lihat setelah bulan bergabung bareksa saya sekaligus mencoba bergabung menggunakan robo advisor saat masih oke semoga mengecewakan
"Aplikasi Bareksa jelek banget. Hari ke-1 dan ke-2 ada bunga, hari ke-3 dan ke-4 tidak ada. Tidak jelas apa investasi ini. Maaf aku baru memulai seperti ini",1,"['Aplikasi', 'Bareksa', 'jelek', 'banget.', 'Hari', 'ke-1', 'dan', 'ke-2', 'ada', 'bunga,', 'hari', 'ke-3', 'dan', 'ke-4', 'tidak', 'ada.', 'Tidak', 'jelas', 'apa', 'investasi', 'ini.', 'Maaf', 'aku', 'baru', 'memulai', 'seperti', 'ini']","['aplikasi', 'bareksa', 'jelek', 'banget', 'hari', 'ke', 'dan', 'ke', 'ada', 'bunga', 'hari', 'ke', 'dan', 'ke', 'tidak', 'ada', 'tidak', 'jelas', 'apa', 'investasi', 'ini', 'maaf', 'aku', 'baru', 'memulai', 'seperti', 'ini']","['aplikasi', 'bareksa', 'jelek', 'banget', 'hari', 'ke', 'dan', 'ke', 'ada', 'bunga', 'hari', 'ke', 'dan', 'ke', 'tidak', 'ada', 'tidak', 'jelas', 'apa', 'investasi', 'ini', 'maaf', 'saya', 'baru', 'memulai', 'seperti', 'ini']",aplikasi bareksa jelek banget hari dan bunga hari dan tidak ada tidak jelas apa investasi maaf baru memulai ini
"Tadinya saya niat investasi di Bareksa tapi prosesnya terhenti di verifikasi email, padahal emailnya benar tapi tidak ada pesan masuk saat saya membuka Gmail 😒",2,"['Tadinya', 'saya', 'niat', 'investasi', 'di', 'Bareksa', 'tapi', 'prosesnya', 'terhenti', 'di', 'verifikasi', 'email,', 'padahal', 'emailnya', 'benar', 'tapi', 'tidak', 'ada', 'pesan', 'masuk', 'saat', 'saya', 'membuka', 'Gmail', '😒']","['tadinya', 'saya', 'niat', 'investasi', 'di', 'bareksa', 'tapi', 'prosesnya', 'terhenti', 'di', 'verifikasi', 'email', 'padahal', 'emailnya', 'benar', 'tapi', 'tidak', 'ada', 'pesan', 'masuk', 'saat', 'saya', 'membuka', 'gmail']","['tadinya', 'saya', 'niat', 'investasi', 'di', 'bareksa', 'tapi', 'prosesnya', 'terhenti', 'di', 'verifikasi', 'email', 'padahal', 'emailnya', 'benar', 'tapi', 'tidak', 'ada', 'pesan', 'masuk', 'saat', 'saya', 'membuka', 'gmail']",tadinya niat investasi bareksa prosesnya terhenti verifikasi email padahal emailnya benar tidak pesan masuk saya membuka gmail
"Nyaman di Bareksa ya, padahal sekarang transaksi dikenakan biaya 1000 kalau pakai OVO nyaman banget.",5,"['Nyaman', 'di', 'Bareksa', 'ya,', 'padahal', 'sekarang', 'transaksi', 'dikenakan', 'biaya', '1000', 'kalau', 'pakai', 'OVO', 'nyaman', 'banget.']","['nyaman', 'di', 'bareksa', 'ya', 'padahal', 'sekarang', 'transaksi', 'dikenakan', 'biaya', 'kalau', 'pakai', 'ovo', 'nyaman', 'banget']","['nyaman', 'di', 'bareksa', 'ya', 'padahal', 'sekarang', 'transaksi', 'dikenakan', 'biaya', 'kalau', 'pakai', 'ovo', 'nyaman', 'banget']",nyaman bareksa padahal sekarang transaksi dikenakan biaya kalau pakai ovo nyaman banget
"Sangat membantu untuk memulai investasi reksa dana, mudah dan transparan. Proses pembayarannya juga cepat.",5,"['Sangat', 'membantu', 'untuk', 'memulai', 'investasi', 'reksa', 'dana,', 'mudah', 'dan', 'transparan.', 'Proses', 'pembayarannya', 'juga', 'cepat.']","['sangat', 'membantu', 'untuk', 'memulai', 'investasi', 'reksa', 'dana', 'mudah', 'dan', 'transparan', 'proses', 'pembayarannya', 'juga', 'cepat']","['sangat', 'membantu', 'untuk', 'memulai', 'investasi', 'reksa', 'dana', 'mudah', 'dan', 'transparan', 'proses', 'pembayarannya', 'juga', 'cepat']",sangat membantu memulai investasi reksa dana mudah transparan proses pembayarannya cepat
"Portal Bareksa ini sangat bagus, memudahkan saya dalam berinvestasi, sangat mudah digunakan, praktis terutama bagi investor pemula..Good Job Bareksa",5,"['Portal', 'Bareksa', 'ini', 'sangat', 'bagus,', 'memudahkan', 'saya', 'dalam', 'berinvestasi,', 'sangat', 'mudah', 'digunakan,', 'praktis', 'terutama', 'bagi', 'investor', 'pemula..Good', 'Job', 'Bareksa']","['portal', 'bareksa', 'ini', 'sangat', 'bagus', 'memudahkan', 'saya', 'dalam', 'berinvestasi', 'sangat', 'mudah', 'digunakan', 'praktis', 'terutama', 'bagi', 'investor', 'pemulagood', 'job', 'bareksa']","['portal', 'bareksa', 'ini', 'sangat', 'bagus', 'memudahkan', 'saya', 'dalam', 'berinvestasi', 'sangat', 'mudah', 'digunakan', 'praktis', 'terutama', 'bagi', 'investor', 'pemulagood', 'job', 'bareksa']",portal bareksa sangat bagus memudahkan dalam berinvestasi sangat mudah digunakan praktis terutama investor pemulagood job bareksa
"Aku sudah mengutak-atiknya termasuk mengganti hp dan mengganti wifi, tapi tetap tidak bisa login",1,"['Aku', 'sudah', 'mengutak-atiknya', 'termasuk', 'mengganti', 'hp', 'dan', 'mengganti', 'wifi,', 'tapi', 'tetap', 'tidak', 'bisa', 'login']","['aku', 'sudah', 'mengutakatiknya', 'termasuk', 'mengganti', 'hp', 'dan', 'mengganti', 'wifi', 'tapi', 'tetap', 'tidak', 'bisa', 'login']","['saya', 'sudah', 'mengutakatiknya', 'termasuk', 'mengganti', 'handphone', 'dan', 'mengganti', 'wifi', 'tapi', 'tetap', 'tidak', 'bisa', 'login']",sudah mengutakatiknya termasuk mengganti handphone mengganti wifi tetap bisa login
Saya tidak bisa konfirmasi pembayaran padahal sudah TF?? Biasanya lancar.. dan kali ini tidak berhasil.. 😭😭😭,3,"['Saya', 'tidak', 'bisa', 'konfirmasi', 'pembayaran', 'padahal', 'sudah', 'TF??', 'Biasanya', 'lancar..', 'dan', 'kali', 'ini', 'tidak', 'berhasil..', '😭😭😭']","['saya', 'tidak', 'bisa', 'konfirmasi', 'pembayaran', 'padahal', 'sudah', 'tf', 'biasanya', 'lancar', 'dan', 'kali', 'ini', 'tidak', 'berhasil']","['saya', 'tidak', 'bisa', 'konfirmasi', 'pembayaran', 'padahal', 'sudah', 'tf', 'biasanya', 'lancar', 'dan', 'kali', 'ini', 'tidak', 'berhasil']",tidak konfirmasi pembayaran padahal tf biasanya lancar kali tidak berhasil
"Untuk menyelesaikan transaksi dimohon jangan terlalu lama, karena akan mempengaruhi harga beli/unit. Terima kasih",3,"['Untuk', 'menyelesaikan', 'transaksi', 'dimohon', 'jangan', 'terlalu', 'lama,', 'karena', 'akan', 'mempengaruhi', 'harga', 'beli/unit.', 'Terima', 'kasih']","['untuk', 'menyelesaikan', 'transaksi', 'dimohon', 'jangan', 'terlalu', 'lama', 'karena', 'akan', 'mempengaruhi', 'harga', 'beliunit', 'terima', 'kasih']","['untuk', 'menyelesaikan', 'transaksi', 'dimohon', 'jangan', 'terlalu', 'lama', 'karena', 'akan', 'mempengaruhi', 'harga', 'beliunit', 'terima', 'kasih']",menyelesaikan transaksi dimohon jangan terlalu lama akan mempengaruhi harga beliunit terima kasih
"Dear admin Silahkan di menu portofolio, ketika anda klik nama reksa dananya anda bisa masuk ke reksa dana kedua agar mudah memantau pergerakannya, seperti versi sebelumnya Tks",5,"['Dear', 'admin', 'Silahkan', 'di', 'menu', 'portofolio,', 'ketika', 'anda', 'klik', 'nama', 'reksa', 'dananya', 'anda', 'bisa', 'masuk', 'ke', 'reksa', 'dana', 'kedua', 'agar', 'mudah', 'memantau', 'pergerakannya,', 'seperti', 'versi', 'sebelumnya', 'Tks']","['dear', 'admin', 'silahkan', 'di', 'menu', 'portofolio', 'ketika', 'anda', 'klik', 'nama', 'reksa', 'dananya', 'anda', 'bisa', 'masuk', 'ke', 'reksa', 'dana', 'kedua', 'agar', 'mudah', 'memantau', 'pergerakannya', 'seperti', 'versi', 'sebelumnya', 'tks']","['dear', 'admin', 'silahkan', 'di', 'menu', 'portofolio', 'ketika', 'anda', 'klik', 'nama', 'reksa', 'dananya', 'anda', 'bisa', 'masuk', 'ke', 'reksa', 'dana', 'kedua', 'agar', 'mudah', 'memantau', 'pergerakannya', 'seperti', 'versi', 'sebelumnya', 'terima kasih']",dear admin silahkan menu portofolio klik nama reksa dananya anda bisa masuk reksa dana kedua mudah memantau pergerakannya versi sebelumnya terima kasih
Transaksi menggunakan tautan saja tidak dapat dilakukan. Mengapa? Dikatakan jaringan telah ada selama berhari-hari & jaringan aman,2,"['Transaksi', 'menggunakan', 'tautan', 'saja', 'tidak', 'dapat', 'dilakukan.', 'Mengapa?', 'Dikatakan', 'jaringan', 'telah', 'ada', 'selama', 'berhari-hari', '&', 'jaringan', 'aman']","['transaksi', 'menggunakan', 'tautan', 'saja', 'tidak', 'dapat', 'dilakukan', 'mengapa', 'dikatakan', 'jaringan', 'telah', 'ada', 'selama', 'berharihari', 'jaringan', 'aman']","['transaksi', 'menggunakan', 'tautan', 'saja', 'tidak', 'dapat', 'dilakukan', 'mengapa', 'dikatakan', 'jaringan', 'telah', 'ada', 'selama', 'berhari hari', 'jaringan', 'aman']",transaksi menggunakan tautan tidak dilakukan dikatakan jaringan ada selama berhari hari jaringan aman
"Cara penggunaannya sangat mudah, dan prosesnya pun mudah. Jadi sekarang saya lebih melek investasi 🤩, bagus",5,"['Cara', 'penggunaannya', 'sangat', 'mudah,', 'dan', 'prosesnya', 'pun', 'mudah.', 'Jadi', 'sekarang', 'saya', 'lebih', 'melek', 'investasi', '🤩,', 'bagus']","['cara', 'penggunaannya', 'sangat', 'mudah', 'dan', 'prosesnya', 'pun', 'mudah', 'jadi', 'sekarang', 'saya', 'lebih', 'melek', 'investasi', 'bagus']","['cara', 'penggunaannya', 'sangat', 'mudah', 'dan', 'prosesnya', 'pun', 'mudah', 'jadi', 'sekarang', 'saya', 'lebih', 'melek', 'investasi', 'bagus']",cara penggunaannya sangat mudah prosesnya mudah jadi sekarang lebih melek investasi bagus
Sejauh ini aplikasinya sangat bagus. Jika ingin mencari solusinya bisa konsultasi ke contact person Bareksa...bisa juga lewat WA,5,"['Sejauh', 'ini', 'aplikasinya', 'sangat', 'bagus.', 'Jika', 'ingin', 'mencari', 'solusinya', 'bisa', 'konsultasi', 'ke', 'contact', 'person', 'Bareksa...bisa', 'juga', 'lewat', 'WA']","['sejauh', 'ini', 'aplikasinya', 'sangat', 'bagus', 'jika', 'ingin', 'mencari', 'solusinya', 'bisa', 'konsultasi', 'ke', 'contact', 'person', 'bareksabisa', 'juga', 'lewat', 'wa']","['sejauh', 'ini', 'aplikasinya', 'sangat', 'bagus', 'jika', 'ingin', 'mencari', 'solusinya', 'bisa', 'konsultasi', 'ke', 'kontak', 'person', 'bareksabisa', 'juga', 'lewat', 'wa']",sejauh aplikasinya sangat bagus ingin mencari solusinya konsultasi kontak person bareksabisa lewat wa
"Selama ini Bareksa nyaman, dan kebetulan CS Bareksa cepat tanggap dan memberikan solusi",5,"['Selama', 'ini', 'Bareksa', 'nyaman,', 'dan', 'kebetulan', 'CS', 'Bareksa', 'cepat', 'tanggap', 'dan', 'memberikan', 'solusi']","['selama', 'ini', 'bareksa', 'nyaman', 'dan', 'kebetulan', 'cs', 'bareksa', 'cepat', 'tanggap', 'dan', 'memberikan', 'solusi']","['selama', 'ini', 'bareksa', 'nyaman', 'dan', 'kebetulan', 'customer service', 'bareksa', 'cepat', 'tanggap', 'dan', 'memberikan', 'solusi']",selama bareksa nyaman kebetulan customer service bareksa cepat tanggap memberikan solusi
"Ternyata game ini membuat kita kaya mendadak. Saya akan memainkan game ini selamanya. Yuk, kita mainkan saja game ini. Untuk menghasilkan uang besar, semua permainan ini berguna untuk membuat saya kaya",5,"['Ternyata', 'game', 'ini', 'membuat', 'kita', 'kaya', 'mendadak.', 'Saya', 'akan', 'memainkan', 'game', 'ini', 'selamanya.', 'Yuk,', 'kita', 'mainkan', 'saja', 'game', 'ini.', 'Untuk', 'menghasilkan', 'uang', 'besar,', 'semua', 'permainan', 'ini', 'berguna', 'untuk', 'membuat', 'saya', 'kaya']","['ternyata', 'game', 'ini', 'membuat', 'kita', 'kaya', 'mendadak', 'saya', 'akan', 'memainkan', 'game', 'ini', 'selamanya', 'yuk', 'kita', 'mainkan', 'saja', 'game', 'ini', 'untuk', 'menghasilkan', 'uang', 'besar', 'semua', 'permainan', 'ini', 'berguna', 'untuk', 'membuat', 'saya', 'kaya']","['ternyata', 'game', 'ini', 'membuat', 'kita', 'kaya', 'mendadak', 'saya', 'akan', 'memainkan', 'game', 'ini', 'selamanya', 'yuk', 'kita', 'mainkan', 'saja', 'game', 'ini', 'untuk', 'menghasilkan', 'uang', 'besar', 'semua', 'permainan', 'ini', 'berguna', 'untuk', 'membuat', 'saya', 'kaya']",ternyata game membuat kaya mendadak akan memainkan game selamanya yuk mainkan game menghasilkan uang besar semua permainan berguna untuk membuat kaya
